4D_chimerism_1165	0.019002692	1.913102935	414594.2475
5A_chimerism_1171	0.023029312	1.913102935	414594.2475
6B_chimerism_0307	0.008306979	1.913102935	414594.2475
6C_chimerism_0370	0.005903654	1.913102935	414594.2475
18A_chimerism_1509	0.012163016	1.913102935	414594.2475
18B_chimerism_1511	0.00058098	1.913102935	414594.2475
18D_chimerism_1516	0.012797495	1.913102935	414594.2475
19A_chimerism_1521	0.003988309	1.913102935	414594.2475
19B_chimerism_1525	0.016449735	1.913102935	414594.2475
19D_chimerism_1533	0.008523571	1.913102935	414594.2475
20D_chimerism_1543	0.001883321	1.913102935	414594.2475
22A_chimerism_1484	0.00594074	1.913102935	414594.2475
22C_chimerism_1497	0.00394941	1.913102935	414594.2475
25A_chimerism_1621	0.022949465	1.913102935	414594.2475
25B_chimerism_1686	0.014929948	1.913102935	414594.2475
25C_chimerism_1770	0.010623678	1.913102935	414594.2475
41D_UGT2B17_NM_001077_0011	0.022276661	1.913102935	414594.2475
26B_chimerism_1913	0.000580834	1.913102935	414594.2475
26D_chimerism_1917	0.026037823	1.913102935	414594.2475
27A_chimerism_1926	0.013763063	1.913102935	414594.2475
29A_chimerism_2069	0.001157435	1.913102935	414594.2475
30A_chimerism_2081	0.00678274	1.913102935	414594.2475
30B_chimerism_2086	0.007490786	1.913102935	414594.2475
30C_chimerism_2085	0.004863651	1.913102935	414594.2475
31A_chimerism_2159	0.022258439	1.913102935	414594.2475
32A_chimerism_2110	0.009529642	1.913102935	414594.2475
33A_chimerism_2139	0.006407427	1.913102935	414594.2475
33C_chimerism_2150	0.011839286	1.913102935	414594.2475
34B_chimerism_2248	0.000255784	1.913102935	414594.2475
34D_chimerism_2257	0.014743491	1.913102935	414594.2475
35B_chimerism_2241	0.001113601	1.913102935	414594.2475
35C_chimerism_2244	0.000193116	1.913102935	414594.2475
35D_chimerism_2248	0.000255784	1.913102935	414594.2475
36B_chimerism_2214	0.028271156	0.333328187	21587.94169
36D_chimerism_2228	0.000319771	1.913102935	414594.2475
43C_Wu_locus_2_1116	0.027414356	1.913102935	414594.2475
43D_Wu_locus_2_1197	0.010714117	1.913102935	414594.2475
37C_chimerism_2275	0.004428569	1.913102935	414594.2475
37D_chimerism_2282	0.000519521	1.913102935	414594.2475
38D_chimerism_2297	0.029596192	1.913102935	414594.2475
7C_chimerism_1250	0.014239087	1.913102935	414594.2475
8D_chimerism_1221	0.015012887	1.913102935	414594.2475
9B_chimerism_1275	0.013861126	1.913102935	414594.2475
10C_chimerism_1317	0.003551873	1.913102935	414594.2475
10D_chimerism_1325	0.010627441	1.913102935	414594.2475
11A_chimerism_1328	0.011560265	1.913102935	414594.2475
11B_chimerism_1335	0.006512697	1.913102935	414594.2475
